"ClassLables","Recall","Precision","Sensitivity","Specifity","F-measure","learner","Accuracy","Cohen's kappa","Area Under Curve","#Genes","#Clusters","Iteration"
"pos",1,1,1,1,1,"svm",1,1,1,116,1,0
"pos",1,1,1,1,1,"svm",1,1,1,118,2,1
"pos",1,1,1,1,1,"svm",1,1,1,134,3,2
"pos",1,1,1,1,1,"svm",1,1,1,182,4,3
"pos",1,1,1,1,1,"svm",1,1,1,185,5,4
"pos",1,1,1,1,1,"svm",1,1,1,193,6,5
"pos",1,1,1,1,1,"svm",1,1,1,196,7,6
"pos",1,1,1,1,1,"svm",1,1,1,198,8,7
"pos",1,1,1,1,1,"svm",1,1,1,199,9,8
"pos",1,1,1,1,1,"svm",1,1,1,203,10,9
"pos",1,1,1,1,1,"svm",1,1,1,95,1,0
"pos",1,1,1,1,1,"svm",1,1,1,112,2,1
"pos",1,1,1,1,1,"svm",1,1,1,183,3,2
"pos",1,1,1,1,1,"svm",1,1,1,198,4,3
"pos",1,1,1,1,1,"svm",1,1,1,206,5,4
"pos",1,1,1,1,1,"svm",1,1,1,215,6,5
"pos",1,1,1,1,1,"svm",1,1,1,218,7,6
"pos",1,1,1,1,1,"svm",1,1,1,221,8,7
"pos",1,1,1,1,1,"svm",1,1,1,248,9,8
"pos",1,1,1,1,1,"svm",1,1,1,253,10,9
"pos",1,1,1,1,1,"svm",1,1,1,46,1,0
"pos",1,1,1,1,1,"svm",1,1,1,50,2,1
"pos",1,1,1,1,1,"svm",1,1,1,52,3,2
"pos",1,1,1,1,1,"svm",1,1,1,115,4,3
"pos",1,1,1,1,1,"svm",1,1,1,210,5,4
"pos",1,1,1,1,1,"svm",1,1,1,223,6,5
"pos",1,1,1,1,1,"svm",1,1,1,224,7,6
"pos",1,1,1,1,1,"svm",1,1,1,225,8,7
"pos",1,1,1,1,1,"svm",1,1,1,238,9,8
"pos",1,1,1,1,1,"svm",1,1,1,239,10,9
"pos",0.8571428571428571,1,0.8571428571428571,1,0.923076923076923,"svm",0.9545454545454546,0.8910891089108912,0.9904761904761904,24,1,0
