"miRNA","Targets"
"hsa-let-7c","TIMM17A,NUSAP1,H2AFY"
"hsa-miR-10b-5p","H2AFY,PYGO2,CCT3"
"hsa-miR-200c-3p","CCDC46,LHFP,ERG"
"hsa-miR-21-5p","MME,FIGF,F8,IL33,MAB21L1,LOC572558,TGFBR2,RBMS3,MYCT1,CCDC46,TEF,ANXA1,HLF,DST,ADAMTS5,LHFP,CDC14C,LDB2,TXNIP,ABCA10,FMO2,PLSCR4,PDE2A"
