"Cluster","Gene"
"HSA-MIR-520H","DAPK2"
"HSA-MIR-520H","HDAC1"
"HSA-MIR-520H","SMAD6"
"HSA-MIR-522-3P","PTGR1"
"HSA-MIR-524-5P","TTK"
"HSA-MIR-524-5P","SOX9"
"HSA-MIR-532-5P","CXCL2"
"HSA-MIR-539-5P","SPAG5"
"HSA-MIR-542-3P","BMP7"
"HSA-MIR-548B-3P","CCNB1"
"HSA-MIR-592","DEK"
"HSA-MIR-592","SOX9"
"HSA-MIR-644A","GAPDH"
"HSA-MIR-7-5P","KEAP1"
"HSA-MIR-7-5P","SERPINB5"
"HSA-MIR-7-5P","FOS"
"HSA-MIR-7-5P","XRCC2"
"HSA-MIR-874-3P","HDAC1"
"HSA-MIR-885-5P","MCM5"
"HSA-MIR-9-5P","CD34"
"HSA-MIR-9-5P","STMN1"
"HSA-MIR-9-5P","IGF2BP3"
"HSA-MIR-921","ANGPTL1"
"HSA-MIR-92A-1-5P","KLF2"
"HSA-MIR-92A-3P","KLF2"
"HSA-MIR-92B-3P","PRMT5"
"HSA-MIR-93-5P","ITGB8"
"HSA-MIR-939-5P","SLC34A2"
"HSA-MIR-944","HECW2"
"HSA-MIR-96-5P","PRMT5"
"HSA-MIR-96-5P","SLC1A1"
"HSA-MIR-96-5P","RAD51"
"HSA-MIR-99A-5P","HOXA1"
"HSA-LET-7A-5P","PAK1"
"HSA-LET-7A-5P","RRM2"
"HSA-LET-7A-5P","IGF2BP1"
"HSA-LET-7A-5P","UHRF1"
"HSA-LET-7A-5P","EZH2"
"HSA-LET-7B-5P","CCNA2"
"HSA-LET-7B-5P","IGF2BP1"
"HSA-LET-7B-5P","EZH2"
"HSA-LET-7E-5P","EZH2"
"HSA-LET-7F-5P","SOCS3"
"HSA-LET-7G-5P","IGF2BP1"
"HSA-LET-7G-5P","CDKN2A"
"HSA-MIR-1-3P","YWHAZ"
"HSA-MIR-1-3P","EDN1"
"HSA-MIR-1-3P","TKT"
"HSA-MIR-1-3P","SRXN1"
"HSA-MIR-1-3P","PRKCE"
"HSA-MIR-1-3P","SOX9"
"HSA-MIR-1-3P","HSPD1"
"HSA-MIR-1-3P","MYOCD"
"HSA-MIR-101-3P","DUSP1"
"HSA-MIR-101-3P","CDH5"
"HSA-MIR-101-3P","SOX9"
"HSA-MIR-101-3P","EZH2"
"HSA-MIR-101-5P","SOX9"
"HSA-MIR-101-5P","EZH2"
"HSA-MIR-103A-3P","BNIP3"
"HSA-MIR-103A-3P","SERPINB5"
"HSA-MIR-103A-3P","RAD51"
"HSA-MIR-105-5P","SOX9"
"HSA-MIR-106A-5P","CDX2"
"HSA-MIR-107","PRKCE"
"HSA-MIR-107","SERPINB5"
"HSA-MIR-107","RAD51"
"HSA-MIR-10B-3P","CCNA2"
"HSA-MIR-10B-3P","BUB1"
"HSA-MIR-10B-5P","HOXD10"
"HSA-MIR-10B-5P","TFAP2C"
"HSA-MIR-10B-5P","HTATIP2"
"HSA-MIR-10B-5P","CDKN2A"
"HSA-MIR-1181","SOX2"
"HSA-MIR-122-5P","PDK4"
"HSA-MIR-1236-3P","KDR"
"HSA-MIR-1236-3P","RORC"
"HSA-MIR-124-3P","UHRF1"
"HSA-MIR-124-3P","GRIA1"
"HSA-MIR-124-3P","EZH2"
"HSA-MIR-124-3P","RAB38"
"HSA-MIR-124-5P","BECN1"
"HSA-MIR-1247-5P","SOX9"
"HSA-MIR-125A-3P","EZH2"
"HSA-MIR-125A-5P","BCL2L12"
"HSA-MIR-125A-5P","EDN1"
"HSA-MIR-125A-5P","CASP2"
"HSA-MIR-125B-5P","SET"
"HSA-MIR-125B-5P","CDH5"
"HSA-MIR-125B-5P","SMO"
"HSA-MIR-125B-5P","CDKN2A"
"HSA-MIR-126-3P","SOX2"
"HSA-MIR-126-3P","TEK"
"HSA-MIR-126-3P","EZH2"
"HSA-MIR-127-3P","RGMA"
"HSA-MIR-128-3P","SOX2"
"HSA-MIR-129-5P","NR4A2"
"HSA-MIR-129-5P","IGF2BP3"
"HSA-MIR-129-5P","BECN1"
"HSA-MIR-129-5P","ABCC5"
"HSA-MIR-1291","SLC2A1"
"HSA-MIR-1291","ABCC1"
"HSA-MIR-1296-5P","MCM2"
"HSA-MIR-1303","CLDN18"
"HSA-MIR-130A-3P","HOXA10"
"HSA-MIR-130B-3P","CCNA2"
"HSA-MIR-132-3P","CCNA2"
"HSA-MIR-132-3P","SLC2A1"
"HSA-MIR-132-3P","CCNB1"
"HSA-MIR-133A-3P","SNX30"
"HSA-MIR-134-5P","FOXM1"
"HSA-MIR-134-5P","ABCC1"
"HSA-MIR-135A-5P","HOXA10"
"HSA-MIR-135A-5P","SLC6A4"
"HSA-MIR-135A-5P","TXNIP"
"HSA-MIR-137","BMP7"
"HSA-MIR-137","CSE1L"
"HSA-MIR-137","EZH2"
"HSA-MIR-137","MSI1"
"HSA-MIR-138-5P","H2AFX"
"HSA-MIR-138-5P","SOX9"
"HSA-MIR-138-5P","EZH2"
"HSA-MIR-139-3P","NOB1"
"HSA-MIR-139-5P","NR5A2"
"HSA-MIR-139-5P","FAM162A"
"HSA-MIR-140-5P","SOX2"
"HSA-MIR-140-5P","SOX9"
"HSA-MIR-141-3P","KEAP1"
"HSA-MIR-141-3P","PHLPP1"
"HSA-MIR-141-5P","KEAP1"
"HSA-MIR-142-3P","HOXA10"
"HSA-MIR-142-5P","BECN1"
"HSA-MIR-144-3P","EZH2"
"HSA-MIR-145-5P","EPAS1"
"HSA-MIR-145-5P","RTKN"
"HSA-MIR-145-5P","SPTBN1"
"HSA-MIR-145-5P","BNIP3"
"HSA-MIR-145-5P","SET"
"HSA-MIR-145-5P","SOX2"
"HSA-MIR-145-5P","MCM2"
"HSA-MIR-145-5P","SOX9"
"HSA-MIR-145-5P","ABCC1"
"HSA-MIR-145-5P","AKR1B10"
"HSA-MIR-145-5P","ITGB8"
"HSA-MIR-145-5P","MYOCD"
"HSA-MIR-146A-5P","CCNA2"
"HSA-MIR-146A-5P","DUSP1"
"HSA-MIR-146A-5P","HOXD10"
"HSA-MIR-146A-5P","UHRF1"
"HSA-MIR-146A-5P","PRKCE"
"HSA-MIR-146A-5P","SOX2"
"HSA-MIR-146B-5P","UHRF1"
"HSA-MIR-148A-3P","ITGB8"
"HSA-MIR-148B-3P","SLC2A1"
"HSA-MIR-149-5P","FOXM1"
"HSA-MIR-150-5P","BIRC5"
"HSA-MIR-150-5P","SLC2A1"
"HSA-MIR-151A-5P","SOX17"
"HSA-MIR-155-5P","YWHAZ"
"HSA-MIR-155-5P","MCM8"
"HSA-MIR-155-5P","EDN1"
"HSA-MIR-155-5P","NARS"
"HSA-MIR-155-5P","RAD51"
"HSA-MIR-15A-5P","PHLPP1"
"HSA-MIR-15B-5P","KDR"
"HSA-MIR-15B-5P","PEBP4"
"HSA-MIR-15B-5P","TRIM29"
"HSA-MIR-15B-5P","SOCS3"
"HSA-MIR-16-5P","KDR"
"HSA-MIR-16-5P","BIRC5"
"HSA-MIR-16-5P","SLC6A4"
"HSA-MIR-16-5P","SOCS3"
"HSA-MIR-16-5P","UNG"
"HSA-MIR-17-3P","KDR"
"HSA-MIR-17-3P","GPX2"
"HSA-MIR-17-5P","PHLPP1"
"HSA-MIR-17-5P","EPAS1"
"HSA-MIR-17-5P","ITGB8"
"HSA-MIR-181A-5P","CDX2"
"HSA-MIR-181B-5P","CDX2"
"HSA-MIR-181B-5P","VSNL1"
"HSA-MIR-181C-5P","CDX2"
"HSA-MIR-181C-5P","TRIM2"
"HSA-MIR-182-5P","RARG"
"HSA-MIR-182-5P","SATB2"
"HSA-MIR-182-5P","NDRG1"
"HSA-MIR-182-5P","PDK4"
"HSA-MIR-185-5P","MCM10"
"HSA-MIR-185-5P","EPAS1"
"HSA-MIR-185-5P","TRIM29"
"HSA-MIR-185-5P","EZH2"
"HSA-MIR-18A-5P","PHLPP1"
"HSA-MIR-190A-5P","PHLPP1"
"HSA-MIR-190A-5P","FOXP2"
"HSA-MIR-192-5P","MCM10"
"HSA-MIR-192-5P","NOB1"
"HSA-MIR-192-5P","HOXA10"
"HSA-MIR-193A-5P","IGF2BP1"
"HSA-MIR-193B-3P","YWHAZ"
"HSA-MIR-193B-3P","SHMT2"
"HSA-MIR-193B-3P","RAD51"
"HSA-MIR-194-5P","FOXM1"
"HSA-MIR-195-5P","KDR"
"HSA-MIR-195-5P","BIRC5"
"HSA-MIR-196A-5P","HOXC8"
"HSA-MIR-196A-5P","HOXA10"
"HSA-MIR-196A-5P","MAMDC2"
"HSA-MIR-196A-5P","KRT5"
"HSA-MIR-196B-5P","HOXC8"
"HSA-MIR-196B-5P","IGF2BP1"
"HSA-MIR-199A-3P","KDR"
"HSA-MIR-199A-5P","FZD4"
"HSA-MIR-199A-5P","EDN1"
"HSA-MIR-199A-5P","RND1"
"HSA-MIR-199A-5P","BECN1"
"HSA-MIR-199A-5P","EZH2"
"HSA-MIR-199A-5P","UNG"
"HSA-MIR-199B-5P","SET"
"HSA-MIR-19A-3P","ADRB1"
"HSA-MIR-19A-3P","PRMT5"
"HSA-MIR-19A-3P","PHLPP1"
"HSA-MIR-19A-3P","NR4A2"
"HSA-MIR-19A-3P","SOCS3"
"HSA-MIR-19B-1-5P","KDR"
"HSA-MIR-19B-1-5P","ITGB8"
"HSA-MIR-200A-3P","KEAP1"
"HSA-MIR-200A-3P","MNX1"
"HSA-MIR-200A-3P","DLC1"
"HSA-MIR-200A-3P","EZH2"
"HSA-MIR-200A-5P","SOX17"
"HSA-MIR-200B-3P","KDR"
"HSA-MIR-200B-3P","PHLPP1"
"HSA-MIR-200B-3P","DLC1"
"HSA-MIR-200B-3P","EZH2"
"HSA-MIR-200C-3P","KDR"
"HSA-MIR-200C-3P","DUSP1"
"HSA-MIR-200C-3P","CFL2"
"HSA-MIR-200C-3P","LEPR"
"HSA-MIR-200C-3P","NTRK2"
"HSA-MIR-200C-3P","DLC1"
"HSA-MIR-203A-3P","BIRC5"
"HSA-MIR-203A-3P","SOCS3"
"HSA-MIR-203A-3P","CASK"
"HSA-MIR-204-5P","FOXM1"
"HSA-MIR-204-5P","CDX2"
"HSA-MIR-204-5P","HOXA10"
"HSA-MIR-204-5P","TXNIP"
"HSA-MIR-204-5P","NTRK2"
"HSA-MIR-205-5P","SATB2"
"HSA-MIR-206","TKT"
"HSA-MIR-206","GPD2"
"HSA-MIR-206","NR4A2"
"HSA-MIR-206","SOX9"
"HSA-MIR-20A-3P","SMO"
"HSA-MIR-20A-5P","EPAS1"
"HSA-MIR-20A-5P","ITGB8"
"HSA-MIR-21-3P","HPGD"
"HSA-MIR-21-5P","HPGD"
"HSA-MIR-21-5P","SOX2"
"HSA-MIR-21-5P","SERPINB5"
"HSA-MIR-210-3P","EFNA3"
"HSA-MIR-210-3P","BNIP3"
"HSA-MIR-210-3P","KCMF1"
"HSA-MIR-211-5P","SATB2"
"HSA-MIR-211-5P","TXNIP"
"HSA-MIR-211-5P","CDH5"
"HSA-MIR-212-3P","CCNA2"
"HSA-MIR-212-3P","CCNB1"
"HSA-MIR-214-3P","BIRC5"
"HSA-MIR-214-3P","ASF1B"
"HSA-MIR-214-3P","EZH2"
"HSA-MIR-216A-5P","BECN1"
"HSA-MIR-216B-5P","FOXM1"
"HSA-MIR-216B-5P","BECN1"
"HSA-MIR-216B-5P","PBK"
"HSA-MIR-217","NR4A2"
"HSA-MIR-217","EZH2"
"HSA-MIR-218-5P","BIRC5"
"HSA-MIR-218-5P","SMO"
"HSA-MIR-22-3P","CCNA2"
"HSA-MIR-22-3P","SLC2A1"
"HSA-MIR-22-3P","BMP7"
"HSA-MIR-22-3P","NTRK2"
"HSA-MIR-22-3P","RGS2"
"HSA-MIR-22-5P","YWHAZ"
"HSA-MIR-221-3P","PAK1"
"HSA-MIR-221-3P","BNIP3"
"HSA-MIR-221-3P","BECN1"
"HSA-MIR-221-3P","MBD2"
"HSA-MIR-221-3P","SOCS3"
"HSA-MIR-221-3P","RAD51"
"HSA-MIR-221-5P","MBD2"
"HSA-MIR-223-3P","ARTN"
"HSA-MIR-223-3P","ECT2"
"HSA-MIR-224-5P","PHLPP1"
"HSA-MIR-224-5P","HOXD10"
"HSA-MIR-224-5P","MBD2"
"HSA-MIR-24-1-5P","FOXM1"
"HSA-MIR-24-3P","CCNA2"
"HSA-MIR-24-3P","SLC6A4"
"HSA-MIR-24-3P","H2AFX"
"HSA-MIR-24-3P","FEN1"
"HSA-MIR-24-3P","CDKN2A"
"HSA-MIR-25-3P","PRMT5"
"HSA-MIR-25-3P","EZH2"
"HSA-MIR-26A-5P","CDC6"
"HSA-MIR-26A-5P","EZH2"
"HSA-MIR-26B-5P","KPNA2"
"HSA-MIR-26B-5P","EZH2"
"HSA-MIR-27A-3P","YWHAZ"
"HSA-MIR-27A-3P","HOXA10"
"HSA-MIR-27A-3P","PRKAA2"
"HSA-MIR-27A-3P","MRC1"
"HSA-MIR-27A-3P","SLC6A8"
"HSA-MIR-27B-3P","CCNA2"
"HSA-MIR-27B-3P","NR5A2"
"HSA-MIR-27B-3P","CDH5"
"HSA-MIR-296-3P","CX3CR1"
"HSA-MIR-296-5P","KDR"
"HSA-MIR-29A-3P","KEAP1"
"HSA-MIR-29A-3P","COL10A1"
"HSA-MIR-29A-3P","CD93"
"HSA-MIR-29B-3P","COL10A1"
"HSA-MIR-29B-3P","AQP4"
"HSA-MIR-29C-3P","FZD4"
"HSA-MIR-29C-3P","COL10A1"
"HSA-MIR-29C-3P","TFAP2C"
"HSA-MIR-302A-3P","MBD2"
"HSA-MIR-302D-3P","NR4A2"
"HSA-MIR-30A-3P","BECN1"
"HSA-MIR-30A-5P","UBE3C"
"HSA-MIR-30A-5P","BECN1"
"HSA-MIR-30A-5P","RAB38"
"HSA-MIR-30B-3P","BECN1"
"HSA-MIR-30B-3P","RORC"
"HSA-MIR-30B-5P","BECN1"
"HSA-MIR-30C-5P","PAK1"
"HSA-MIR-30C-5P","BECN1"
"HSA-MIR-30C-5P","SOCS3"
"HSA-MIR-30D-5P","PPP1R14C"
"HSA-MIR-30D-5P","BECN1"
"HSA-MIR-30D-5P","EZH2"
"HSA-MIR-31-5P","HOXC13"
"HSA-MIR-31-5P","SATB2"
"HSA-MIR-31-5P","PRKCE"
"HSA-MIR-31-5P","MCM2"
"HSA-MIR-3127-5P","PHLPP1"
"HSA-MIR-32-5P","PRMT5"
"HSA-MIR-320A","YWHAZ"
"HSA-MIR-320A","FOXM1"
"HSA-MIR-320A","HSPB6"
"HSA-MIR-320A","NPR1"
"HSA-MIR-320A","HOXA10"
"HSA-MIR-320A","AQP4"
"HSA-MIR-320C","EZH2"
"HSA-MIR-324-5P","SMO"
"HSA-MIR-326","NOB1"
"HSA-MIR-326","SMO"
"HSA-MIR-328-3P","H2AFX"
"HSA-MIR-330-3P","MSI1"
"HSA-MIR-331-3P","PHLPP1"
"HSA-MIR-335-5P","BIRC5"
"HSA-MIR-335-5P","TRIM29"
"HSA-MIR-335-5P","SIAH2"
"HSA-MIR-335-5P","SOX17"
"HSA-MIR-338-3P","PREX2"
"HSA-MIR-338-3P","SMO"
"HSA-MIR-33A-5P","SATB2"
"HSA-MIR-340-3P","EZH2"
"HSA-MIR-340-5P","SOX2"
"HSA-MIR-342-3P","BMP7"
"HSA-MIR-345-5P","ABCC1"
"HSA-MIR-34A-5P","MAGEA2"
"HSA-MIR-34A-5P","BIRC5"
"HSA-MIR-34A-5P","STX1A"
"HSA-MIR-34A-5P","BMP7"
"HSA-MIR-34A-5P","KLB"
"HSA-MIR-34A-5P","NR4A2"
"HSA-MIR-34A-5P","IGF2BP3"
"HSA-MIR-34A-5P","BECN1"
"HSA-MIR-34A-5P","SOX2"
"HSA-MIR-34A-5P","MAGEA6"
"HSA-MIR-34A-5P","RAD51"
"HSA-MIR-34A-5P","CDKN2A"
"HSA-MIR-34A-5P","MAGEA3"
"HSA-MIR-34B-3P","PAK1"
"HSA-MIR-34B-3P","SOX2"
"HSA-MIR-34C-5P","RARG"
"HSA-MIR-34C-5P","SOX2"
"HSA-MIR-34C-5P","UNG"
"HSA-MIR-369-5P","FABP4"
"HSA-MIR-370-3P","FOXM1"
"HSA-MIR-371A-5P","SOX2"
"HSA-MIR-372-3P","NR4A2"
"HSA-MIR-373-3P","TXNIP"
"HSA-MIR-373-3P","MBD2"
"HSA-MIR-375","YWHAZ"
"HSA-MIR-375","PHLPP1"
"HSA-MIR-376A-3P","KLF15"
"HSA-MIR-376B-3P","BECN1"
"HSA-MIR-376C-3P","NR5A2"
"HSA-MIR-377-3P","PAK1"
"HSA-MIR-410-3P","CCNB1"
"HSA-MIR-422A","FOXE1"
"HSA-MIR-424-5P","KIF23"
"HSA-MIR-424-5P","CDX2"
"HSA-MIR-424-5P","CCNF"
"HSA-MIR-429","SOX2"
"HSA-MIR-429","DLC1"
"HSA-MIR-429","EZH2"
"HSA-MIR-433-5P","GCLM"
"HSA-MIR-450A-1-3P","BUB1"
"HSA-MIR-450B-5P","SOX2"
"HSA-MIR-4717-5P","RGS2"
"HSA-MIR-483-3P","DLC1"
"HSA-MIR-488-3P","SLC39A8"
"HSA-MIR-491-5P","IGF2BP1"
"HSA-MIR-493-3P","FZD4"
"HSA-MIR-494-3P","BIRC5"
"HSA-MIR-494-3P","HOXA10"
"HSA-MIR-495-3P","SOX9"
"HSA-MIR-497-5P","BIRC5"
"HSA-MIR-502-3P","SET"
"HSA-MIR-503-5P","CCNF"
"HSA-MIR-509-3-5P","FOXM1"
"HSA-MIR-520H","SMAD6"
"HSA-MIR-522-3P","PTGR1"
"HSA-MIR-522-3P","SOX2"
"HSA-MIR-524-5P","SOX9"
"HSA-MIR-542-3P","BIRC5"
"HSA-MIR-542-3P","BMP7"
"HSA-MIR-544A","HOXA10"
"HSA-MIR-548B-3P","CCNB1"
"HSA-MIR-552-3P","BIRC5"
"HSA-MIR-592","SOX9"
"HSA-MIR-599","SATB2"
"HSA-MIR-625-5P","IGF2BP1"
"HSA-MIR-625-5P","SOX2"
"HSA-MIR-630","FOXM1"
"HSA-MIR-638","SOX2"
"HSA-MIR-646","NOB1"
"HSA-MIR-648","EDN1"
"HSA-MIR-671-5P","FOXM1"
"HSA-MIR-675-5P","CDC6"
"HSA-MIR-7-5P","PAK1"
"HSA-MIR-7-5P","KEAP1"
"HSA-MIR-7-5P","SERPINB5"
"HSA-MIR-7-5P","ABCC1"
"HSA-MIR-7-5P","XRCC2"
"HSA-MIR-7-5P","PSME3"
"HSA-MIR-708-5P","BIRC5"
"HSA-MIR-708-5P","CASP2"
"HSA-MIR-708-5P","EZH2"
"HSA-MIR-767-5P","COL10A1"
"HSA-MIR-886-3P","CDC6"
"HSA-MIR-9-5P","CDX2"
"HSA-MIR-9-5P","IGF2BP1"
"HSA-MIR-9-5P","UHRF1"
"HSA-MIR-9-5P","IGF2BP3"
"HSA-MIR-9-5P","BECN1"
"HSA-MIR-9-5P","ABCC1"
"HSA-MIR-9-5P","MYOCD"
"HSA-MIR-92A-3P","PHLPP1"
"HSA-MIR-92A-3P","OSBPL2"
"HSA-MIR-92B-3P","PRMT5"
"HSA-MIR-93-5P","ITGB8"
"HSA-MIR-939-5P","SLC34A2"
"HSA-MIR-940","DUSP1"
"HSA-MIR-944","HECW2"
"HSA-MIR-96-5P","PRMT5"
"HSA-MIR-96-5P","SLC1A1"
"HSA-MIR-96-5P","RAD51"
"HSA-MIR-98-5P","PAK1"
"HSA-MIR-98-5P","EDN1"
"HSA-MIR-98-5P","EZH2"
"HSA-LET-7A-5P","RRM2"
"HSA-LET-7A-5P","HMGA1"
"HSA-LET-7B-5P","CCNA2"
"HSA-LET-7B-5P","HMGA1"
"HSA-LET-7B-5P","IGF2BP2"
"HSA-LET-7F-5P","SOCS3"
"HSA-LET-7G-5P","CDKN2A"
"HSA-LET-7G-5P","THBS1"
"HSA-MIR-1-3P","TKT"
"HSA-MIR-1-3P","SRXN1"
"HSA-MIR-1-3P","PRKCE"
"HSA-MIR-1-3P","SOX9"
"HSA-MIR-1-3P","MYOCD"
"HSA-MIR-100-5P","CYR61"
"HSA-MIR-101-3P","DUSP1"
"HSA-MIR-101-3P","MCL1"
"HSA-MIR-101-3P","CDH5"
"HSA-MIR-101-3P","SOX9"
"HSA-MIR-101-5P","SOX9"
"HSA-MIR-103A-3P","CAV1"
"HSA-MIR-103A-3P","GPD1"
"HSA-MIR-103A-3P","SERPINB5"
"HSA-MIR-103A-3P","RAD51"
"HSA-MIR-105-5P","SOX9"
"HSA-MIR-106A-5P","TGFBR2"
"HSA-MIR-107","CAV1"
"HSA-MIR-107","PRKCE"
"HSA-MIR-107","SERPINB5"
"HSA-MIR-107","RAD51"
"HSA-MIR-10B-3P","CCNA2"
"HSA-MIR-10B-5P","RSRC1"
"HSA-MIR-10B-5P","NR4A3"
"HSA-MIR-10B-5P","KL"
"HSA-MIR-10B-5P","CDKN2A"
"HSA-MIR-122-5P","ANK2"
"HSA-MIR-122-5P","RAB6B"
"HSA-MIR-122-5P","FAM117B"
"HSA-MIR-122-5P","SLC7A11"
"HSA-MIR-122-5P","ATP1A2"
"HSA-MIR-122-5P","PDK4"
"HSA-MIR-122-5P","TRIB1"
"HSA-MIR-1236-3P","KDR"
"HSA-MIR-124-3P","HMGA1"
"HSA-MIR-124-3P","CAV1"
"HSA-MIR-124-3P","GRIA1"
"HSA-MIR-124-5P","NR4A1"
"HSA-MIR-1247-5P","SOX9"
"HSA-MIR-1254","CCAR1"
"HSA-MIR-125A-5P","CD34"
"HSA-MIR-125A-5P","MCL1"
"HSA-MIR-125B-1-3P","S1PR1"
"HSA-MIR-125B-5P","HMGA1"
"HSA-MIR-125B-5P","MCL1"
"HSA-MIR-125B-5P","CDH5"
"HSA-MIR-125B-5P","SFRP5"
"HSA-MIR-125B-5P","SMO"
"HSA-MIR-125B-5P","CDKN2A"
"HSA-MIR-125B-5P","PTH1R"
"HSA-MIR-126-3P","PGR"
"HSA-MIR-126-3P","IGFBP2"
"HSA-MIR-126-3P","TEK"
"HSA-MIR-1291","SLC2A1"
"HSA-MIR-1291","ABCC1"
"HSA-MIR-1296-5P","MCM2"
"HSA-MIR-1297","HMGA1"
"HSA-MIR-1303","CLDN18"
"HSA-MIR-130A-3P","TGFBR2"
"HSA-MIR-130A-3P","HOXA10"
"HSA-MIR-130B-3P","CCNA2"
"HSA-MIR-132-3P","CCNA2"
"HSA-MIR-132-3P","SLC2A1"
"HSA-MIR-133A-3P","SGMS2"
"HSA-MIR-133A-3P","MCL1"
"HSA-MIR-133A-3P","SNX30"
"HSA-MIR-133B","MCL1"
"HSA-MIR-133B","ERG"
"HSA-MIR-134-5P","ABCC1"
"HSA-MIR-135A-5P","HOXA10"
"HSA-MIR-135A-5P","SLC6A4"
"HSA-MIR-135A-5P","TXNIP"
"HSA-MIR-137","BMP7"
"HSA-MIR-137","RASGRF1"
"HSA-MIR-137","MSI1"
"HSA-MIR-138-5P","SOX9"
"HSA-MIR-139-5P","MCL1"
"HSA-MIR-139-5P","NR5A2"
"HSA-MIR-139-5P","FAM162A"
"HSA-MIR-140-5P","SOX9"
"HSA-MIR-141-3P","TFDP2"
"HSA-MIR-141-3P","NR0B2"
"HSA-MIR-142-3P","HMGA1"
"HSA-MIR-142-3P","HOXA10"
"HSA-MIR-142-5P","TGFBR2"
"HSA-MIR-143-3P","FAM83F"
"HSA-MIR-144-3P","ADAMTS1"
"HSA-MIR-145-5P","TGFBR2"
"HSA-MIR-145-5P","EPAS1"
"HSA-MIR-145-5P","RTKN"
"HSA-MIR-145-5P","SPTBN1"
"HSA-MIR-145-5P","ERG"
"HSA-MIR-145-5P","MCM2"
"HSA-MIR-145-5P","SOX9"
"HSA-MIR-145-5P","ABCC1"
"HSA-MIR-145-5P","MYOCD"
"HSA-MIR-146A-5P","CCNA2"
"HSA-MIR-146A-5P","DUSP1"
"HSA-MIR-146A-5P","PRKCE"
"HSA-MIR-146A-5P","LRP2"
"HSA-MIR-146B-3P","PER1"
"HSA-MIR-148A-3P","S1PR1"
"HSA-MIR-148B-3P","SLC2A1"
"HSA-MIR-148B-5P","MCL1"
"HSA-MIR-150-5P","BIRC5"
"HSA-MIR-150-5P","SLC2A1"
"HSA-MIR-151A-5P","SOX17"
"HSA-MIR-153-3P","MCL1"
"HSA-MIR-155-5P","CYR61"
"HSA-MIR-155-5P","MCM8"
"HSA-MIR-155-5P","OLR1"
"HSA-MIR-155-5P","RAD51"
"HSA-MIR-15A-5P","HMGA1"
"HSA-MIR-15B-5P","KDR"
"HSA-MIR-15B-5P","PEBP4"
"HSA-MIR-15B-5P","SOCS3"
"HSA-MIR-16-5P","KDR"
"HSA-MIR-16-5P","BIRC5"
"HSA-MIR-16-5P","HMGA1"
"HSA-MIR-16-5P","SLC6A4"
"HSA-MIR-16-5P","SOCS3"
"HSA-MIR-16-5P","UNG"
"HSA-MIR-17-3P","KDR"
"HSA-MIR-17-3P","GPX2"
"HSA-MIR-17-5P","TGFBR2"
"HSA-MIR-17-5P","EPAS1"
"HSA-MIR-181A-5P","RGS5"
"HSA-MIR-181A-5P","PGR"
"HSA-MIR-181A-5P","MCL1"
"HSA-MIR-181B-5P","MCL1"
"HSA-MIR-181C-5P","TGFBR2"
"HSA-MIR-181C-5P","DPYSL2"
"HSA-MIR-182-5P","RARG"
"HSA-MIR-182-5P","NTM"
"HSA-MIR-182-5P","PDK4"
"HSA-MIR-182-5P","THBS1"
"HSA-MIR-185-5P","EPAS1"
"HSA-MIR-185-5P","HMGA1"
"HSA-MIR-185-5P","ARC"
"HSA-MIR-18A-5P","TGFBR2"
"HSA-MIR-192-5P","LMNB2"
"HSA-MIR-192-5P","CAV1"
"HSA-MIR-192-5P","HOXA10"
"HSA-MIR-193A-3P","MCL1"
"HSA-MIR-193B-3P","MCL1"
"HSA-MIR-193B-3P","RAD51"
"HSA-MIR-195-5P","KDR"
"HSA-MIR-195-5P","BIRC5"
"HSA-MIR-195-5P","HMGA1"
"HSA-MIR-196A-5P","TGFBR2"
"HSA-MIR-196A-5P","HMGA1"
"HSA-MIR-196A-5P","HOXA10"
"HSA-MIR-196A-5P","HOXB7"
"HSA-MIR-196A-5P","MAMDC2"
"HSA-MIR-196A-5P","KRT5"
"HSA-MIR-196B-5P","TGFBR2"
"HSA-MIR-196B-5P","HOXB7"
"HSA-MIR-199A-3P","KDR"
"HSA-MIR-199A-5P","CAV1"
"HSA-MIR-199A-5P","RND1"
"HSA-MIR-199A-5P","KL"
"HSA-MIR-199A-5P","UNG"
"HSA-MIR-199A-5P","DRAM1"
"HSA-MIR-19A-3P","TGFBR2"
"HSA-MIR-19A-3P","DPYSL2"
"HSA-MIR-19A-3P","SOCS3"
"HSA-MIR-19B-1-5P","KDR"
"HSA-MIR-19B-3P","TGFBR2"
"HSA-MIR-200A-3P","DLC1"
"HSA-MIR-200A-5P","SOX17"
"HSA-MIR-200B-3P","KDR"
"HSA-MIR-200B-3P","DLC1"
"HSA-MIR-200C-3P","KDR"
"HSA-MIR-200C-3P","DUSP1"
"HSA-MIR-200C-3P","FBLN5"
"HSA-MIR-200C-3P","LEPR"
"HSA-MIR-200C-3P","NTRK2"
"HSA-MIR-200C-3P","DLC1"
"HSA-MIR-202-5P","TGFBR2"
"HSA-MIR-203A-3P","BIRC5"
"HSA-MIR-203A-3P","CAV1"
"HSA-MIR-203A-3P","SOCS3"
"HSA-MIR-204-3P","RGS5"
"HSA-MIR-204-5P","DVL3"
"HSA-MIR-204-5P","TGFBR2"
"HSA-MIR-204-5P","IGFBP2"
"HSA-MIR-204-5P","HOXA10"
"HSA-MIR-204-5P","TXNIP"
"HSA-MIR-204-5P","NTRK2"
"HSA-MIR-205-5P","CYR61"
