"Cluster","Gene"
"HSA-MIR-3127-5P","INPP5J"
"HSA-MIR-32-5P","BTG2"
"HSA-MIR-320A","AQP4"
"HSA-MIR-324-3P","WNT9B"
"HSA-MIR-326","FGF1"
"HSA-MIR-328-3P","SFRP1"
"HSA-MIR-329-3P","E2F1"
"HSA-MIR-330-3P","CCBE1"
"HSA-MIR-330-3P","E2F1"
"HSA-MIR-331-3P","E2F1"
"HSA-MIR-335-3P","NOS3"
"HSA-MIR-335-5P","FMN2"
"HSA-MIR-335-5P","SOX17"
"HSA-MIR-338-3P","PREX2"
"HSA-MIR-33A-5P","ROS1"
"HSA-MIR-33B-5P","G6PC"
"HSA-MIR-33B-5P","PCK1"
"HSA-MIR-342-3P","E2F1"
"HSA-MIR-342-5P","NAA10"
"HSA-MIR-346","SRCIN1"
"HSA-MIR-34A-5P","MYCN"
"HSA-MIR-34A-5P","TREM2"
"HSA-MIR-34A-5P","CDKN2C"
"HSA-MIR-34A-5P","PDGFRA"
"HSA-MIR-34A-5P","GFRA3"
"HSA-MIR-34A-5P","E2F1"
"HSA-MIR-34B-3P","MYCN"
"HSA-MIR-34B-3P","ITPR1"
"HSA-MIR-34B-5P","MYCN"
"HSA-MIR-34C-5P","MYCN"
"HSA-MIR-34C-5P","ITPR1"
"HSA-MIR-34C-5P","PDGFRA"
"HSA-MIR-362-3P","CD82"
"HSA-MIR-362-3P","E2F1"
"HSA-MIR-369-5P","FABP4"
"HSA-MIR-374A-5P","SRCIN1"
"HSA-MIR-375","RASD1"
"HSA-MIR-375","MYCN"
"HSA-MIR-375","KCNQ2"
"HSA-MIR-376A-3P","ACVR1C"
"HSA-MIR-376A-5P","ACVR1C"
"HSA-MIR-376B-3P","ACVR1C"
"HSA-MIR-376C-3P","ACVR1C"
"HSA-MIR-382-5P","DRD1"
"HSA-MIR-383-5P","DIO1"
"HSA-MIR-412-3P","ACVR1C"
"HSA-MIR-422A","CYP8B1"
"HSA-MIR-423-3P","PA2G4"
"HSA-MIR-424-5P","ITPR1"
"HSA-MIR-424-5P","CDC14A"
"HSA-MIR-4271","APOC3"
"HSA-MIR-429","VAC14"
"HSA-MIR-432-5P","NES"
"HSA-MIR-448","ITPR1"
"HSA-MIR-449A","MYCN"
"HSA-MIR-449A","ITPR1"
"HSA-MIR-449B-5P","MYCN"
"HSA-MIR-455-5P","UBA7"
"HSA-MIR-466","PROX1"
"HSA-MIR-4701-5P","ST3GAL1"
"HSA-MIR-4728-5P","PADI2"
"HSA-MIR-486-5P","OLFM4"
"HSA-MIR-489-3P","PROX1"
"HSA-MIR-491-3P","IGFBP2"
"HSA-MIR-494-3P","ITPR1"
"HSA-MIR-501-5P","NKD1"
"HSA-MIR-503-5P","FGF8"
"HSA-MIR-503-5P","CDC14A"
"HSA-MIR-504-5P","DRD1"
"HSA-MIR-506-3P","WNK1"
"HSA-MIR-509-3-5P","PODXL"
"HSA-MIR-519D-3P","E2F1"
"HSA-MIR-520A-3P","HOXD8"
"HSA-MIR-520C-3P","GPC3"
"HSA-MIR-532-5P","NKD1"
"HSA-MIR-543","NOS3"
"HSA-MIR-582-3P","SFRP1"
"HSA-MIR-590-5P","BTG2"
"HSA-MIR-608","NAA10"
"HSA-MIR-615-5P","RAB24"
"HSA-MIR-627-5P","KDM3A"
"HSA-MIR-630","CDC14A"
"HSA-MIR-670-5P","PROX1"
"HSA-MIR-744-5P","SFRP1"
"HSA-MIR-744-5P","NKD1"
"HSA-MIR-765","EMP3"
"HSA-MIR-873-5P","SRCIN1"
"HSA-MIR-9-3P","E2F1"
"HSA-MIR-9-5P","GDNF"
"HSA-MIR-93-5P","ITGB8"
"HSA-MIR-93-5P","E2F1"
"HSA-MIR-96-5P","GDNF"
"HSA-MIR-96-5P","SYCP1"
"HSA-MIR-96-5P","SCARB1"
"HSA-MIR-98-5P","E2F1"
"HSA-LET-7A-3P","CCND2"
"HSA-LET-7A-5P","CCND2"
"HSA-LET-7B-5P","CCND2"
"HSA-LET-7B-5P","IGF2BP2"
"HSA-LET-7F-5P","KLK6"
"HSA-MIR-1-3P","MET"
"HSA-MIR-1-3P","PRKCE"
"HSA-MIR-1-3P","XPO6"
"HSA-MIR-1-3P","KCNE1"
"HSA-MIR-1-5P","MET"
"HSA-MIR-101-3P","MET"
"HSA-MIR-101-3P","ITGA3"
"HSA-MIR-106B-5P","CCND2"
"HSA-MIR-107","PLAG1"
"HSA-MIR-107","PRKCE"
"HSA-MIR-10B-5P","NR4A3"
"HSA-MIR-10B-5P","KL"
"HSA-MIR-122-5P","ANK2"
"HSA-MIR-122-5P","ATP1A2"
"HSA-MIR-122-5P","XPO6"
"HSA-MIR-1236-3P","KDR"
"HSA-MIR-124-3P","CCND2"
"HSA-MIR-124-3P","SYCP1"
"HSA-MIR-124-3P","GRIA3"
"HSA-MIR-124-5P","ACHE"
"HSA-MIR-124-5P","NR4A1"
"HSA-MIR-125B-5P","BMPR1B"
"HSA-MIR-125B-5P","PODXL"
"HSA-MIR-125B-5P","PTH1R"
"HSA-MIR-126-3P","CADM1"
"HSA-MIR-126-3P","HOXA9"
"HSA-MIR-126-3P","TEK"
"HSA-MIR-1260B","SFRP1"
"HSA-MIR-127-3P","SFRP1"
"HSA-MIR-1271-5P","GPC3"
"HSA-MIR-129-5P","BDKRB2"
"HSA-MIR-129-5P","NR4A2"
"HSA-MIR-1293","TIMP1"
"HSA-MIR-132-3P","MUC13"
"HSA-MIR-132-3P","TLN2"
"HSA-MIR-133A-3P","PRDM16"
"HSA-MIR-133A-3P","KCNH2"
"HSA-MIR-133B","PRDM16"
"HSA-MIR-133B","KCNH2"
"HSA-MIR-133B","MET"
"HSA-MIR-133B","FAIM"
"HSA-MIR-133B","CDK13"
"HSA-MIR-135A-5P","SLC6A4"
"HSA-MIR-135B-5P","CASR"
"HSA-MIR-137","MET"
"HSA-MIR-137","NR1I3"
"HSA-MIR-139-5P","MET"
"HSA-MIR-140-5P","DNPEP"
"HSA-MIR-140-5P","FGF9"
"HSA-MIR-142-3P","HOXA9"
"HSA-MIR-142-5P","CLDN1"
"HSA-MIR-144-3P","MET"
"HSA-MIR-144-3P","PLAG1"
"HSA-MIR-144-5P","MET"
"HSA-MIR-145-5P","HOXA9"
"HSA-MIR-145-5P","DDC"
"HSA-MIR-145-5P","ITGB8"
"HSA-MIR-145-5P","PODXL"
"HSA-MIR-146A-5P","NOS1"
"HSA-MIR-146A-5P","CCND2"
"HSA-MIR-146A-5P","PRKCE"
"HSA-MIR-147A","SLC22A3"
"HSA-MIR-148A-3P","MET"
"HSA-MIR-148A-3P","ITGB8"
"HSA-MIR-151A-3P","IL12RB2"
"HSA-MIR-154-5P","CCND2"
"HSA-MIR-155-5P","CCND2"
"HSA-MIR-155-5P","CARHSP1"
"HSA-MIR-155-5P","GATM"
"HSA-MIR-155-5P","MPP5"
"HSA-MIR-155-5P","CIAPIN1"
"HSA-MIR-155-5P","CLDN1"
"HSA-MIR-155-5P","NOS3"
"HSA-MIR-15A-5P","CCND2"
"HSA-MIR-15A-5P","CADM1"
"HSA-MIR-15B-5P","KDR"
"HSA-MIR-15B-5P","INSR"
"HSA-MIR-16-1-3P","CCND2"
"HSA-MIR-16-5P","KDR"
"HSA-MIR-16-5P","CCND2"
"HSA-MIR-16-5P","CADM1"
"HSA-MIR-16-5P","SLC6A4"
"HSA-MIR-17-3P","KDR"
"HSA-MIR-17-5P","CCND2"
"HSA-MIR-17-5P","ITGB8"
"HSA-MIR-17-5P","PTPRO"
"HSA-MIR-181A-5P","PROX1"
"HSA-MIR-181A-5P","PLAG1"
"HSA-MIR-181A-5P","TIMP1"
"HSA-MIR-181B-3P","NFASC"
"HSA-MIR-181B-5P","PLAG1"
"HSA-MIR-182-3P","NOX4"
"HSA-MIR-182-5P","CCND2"
"HSA-MIR-182-5P","CADM1"
"HSA-MIR-182-5P","SATB2"
"HSA-MIR-182-5P","FGF9"
"HSA-MIR-182-5P","CREB5"
"HSA-MIR-185-5P","ARC"
"HSA-MIR-185-5P","AQP3"
"HSA-MIR-188-5P","GREM2"
"HSA-MIR-191-5P","CCND2"
"HSA-MIR-193A-5P","WT1"
"HSA-MIR-194-5P","BMP1"
"HSA-MIR-194-5P","TLN2"
"HSA-MIR-195-5P","KDR"
"HSA-MIR-195-5P","INSR"
"HSA-MIR-196B-5P","HOXA9"
"HSA-MIR-197-3P","CD82"
"HSA-MIR-197-5P","IGFBP5"
"HSA-MIR-198","CCND2"
"HSA-MIR-198","MET"
"HSA-MIR-199A-3P","KDR"
"HSA-MIR-199A-3P","MET"
"HSA-MIR-199A-3P","ITGA3"
"HSA-MIR-199A-5P","CTSC"
"HSA-MIR-199A-5P","KL"
"HSA-MIR-199A-5P","ITGA3"
"HSA-MIR-199B-3P","ITGA3"
"HSA-MIR-199B-5P","ITGA3"
"HSA-MIR-199B-5P","PODXL"
"HSA-MIR-19A-3P","ADRB1"
"HSA-MIR-19A-3P","NR4A2"
"HSA-MIR-19A-5P","TIMP1"
"HSA-MIR-19B-1-5P","KDR"
"HSA-MIR-19B-1-5P","ITGB8"
"HSA-MIR-200B-3P","KDR"
"HSA-MIR-200C-3P","KDR"
"HSA-MIR-200C-3P","NOS3"
"HSA-MIR-203A-3P","EYA4"
"HSA-MIR-203A-3P","CASK"
"HSA-MIR-203A-5P","CCND2"
"HSA-MIR-204-5P","CREB5"
"HSA-MIR-204-5P","SOST"
"HSA-MIR-205-5P","LRRK2"
"HSA-MIR-205-5P","SATB2"
"HSA-MIR-205-5P","HMGB3"
"HSA-MIR-206","SFRP1"
"HSA-MIR-206","CCND2"
"HSA-MIR-206","MET"
"HSA-MIR-206","NR4A2"
"HSA-MIR-20A-3P","NR4A3"
"HSA-MIR-20A-5P","CCND2"
"HSA-MIR-20A-5P","ITGB8"
"HSA-MIR-20A-5P","BAMBI"
"HSA-MIR-20A-5P","PTPRO"
"HSA-MIR-20B-5P","BAMBI"
"HSA-MIR-21-5P","PLOD3"
"HSA-MIR-21-5P","CADM1"
"HSA-MIR-210-3P","HOXA9"
"HSA-MIR-211-5P","IGFBP5"
"HSA-MIR-211-5P","SATB2"
"HSA-MIR-211-5P","CREB5"
"HSA-MIR-212-3P","ACHE"
"HSA-MIR-214-3P","CADM1"
"HSA-MIR-215-5P","PTPRT"
"HSA-MIR-217","NR4A2"
"HSA-MIR-217","GPC5"
"HSA-MIR-218-5P","SOST"
"HSA-MIR-219A-5P","GPC3"
"HSA-MIR-22-3P","BMPR1B"
"HSA-MIR-223-5P","EGF"
"HSA-MIR-224-5P","DIO1"
"HSA-MIR-224-5P","EYA4"
"HSA-MIR-23A-3P","G6PC"
"HSA-MIR-23B-3P","MET"
"HSA-MIR-24-3P","SLC6A4"
"HSA-MIR-24-3P","NOS3"
"HSA-MIR-26A-1-3P","PCK1"
"HSA-MIR-26A-5P","CCND2"
"HSA-MIR-26A-5P","PLAG1"
"HSA-MIR-26A-5P","FGF9"
"HSA-MIR-27A-3P","SFRP1"
"HSA-MIR-27A-3P","GATA2"
"HSA-MIR-27A-3P","MET"
"HSA-MIR-27A-3P","PLAG1"
"HSA-MIR-27A-5P","SFRP1"
"HSA-MIR-27A-5P","SNAP25"
"HSA-MIR-27B-3P","MET"
"HSA-MIR-27B-3P","HMGB3"
"HSA-MIR-27B-3P","EYA4"
"HSA-MIR-296-5P","KDR"
"HSA-MIR-296-5P","WNK4"
"HSA-MIR-297","GPC5"
"HSA-MIR-29A-3P","LPL"
"HSA-MIR-29A-3P","CCND2"
"HSA-MIR-29A-3P","CLDN1"
"HSA-MIR-29A-3P","SLC22A7"
"HSA-MIR-29A-3P","PXDN"
"HSA-MIR-29B-3P","CCND2"
"HSA-MIR-29B-3P","AQP4"
"HSA-MIR-29B-3P","BMP1"
"HSA-MIR-29C-3P","CCND2"
"HSA-MIR-29C-3P","GAPDH"
"HSA-MIR-29C-3P","CREB5"
"HSA-MIR-300","ROS1"
"HSA-MIR-301A-3P","CDC14A"
"HSA-MIR-302B-3P","CCND2"
"HSA-MIR-302D-3P","CCND2"
"HSA-MIR-302D-3P","NR4A2"
"HSA-MIR-30A-5P","UBE3C"
"HSA-MIR-30C-5P","MTTP"
"HSA-MIR-30C-5P","CCND2"
"HSA-MIR-30D-5P","PPP1R14C"
"HSA-MIR-30E-5P","MTTP"
"HSA-MIR-31-5P","MET"
"HSA-MIR-31-5P","SATB2"
"HSA-MIR-31-5P","TBXA2R"
"HSA-MIR-31-5P","PRKCE"
"HSA-MIR-31-5P","CASR"
"HSA-MIR-3127-5P","INPP5J"
"HSA-MIR-320A","AQP4"
"HSA-MIR-320A","TRPC5"
"HSA-MIR-324-3P","WNT9B"
"HSA-MIR-326","FGF1"
"HSA-MIR-328-3P","SFRP1"
"HSA-MIR-328-3P","KCNH2"
"HSA-MIR-335-3P","NOS3"
"HSA-MIR-33A-5P","ROS1"
"HSA-MIR-33A-5P","SATB2"
"HSA-MIR-33B-5P","G6PC"
"HSA-MIR-33B-5P","PCK1"
"HSA-MIR-340-5P","CCND2"
"HSA-MIR-340-5P","MET"
"HSA-MIR-34A-3P","MET"
"HSA-MIR-34A-5P","KCNH2"
"HSA-MIR-34A-5P","MET"
"HSA-MIR-34A-5P","CDKN2C"
"HSA-MIR-34A-5P","NR4A2"
"HSA-MIR-34A-5P","GFRA3"
"HSA-MIR-34B-3P","MET"
"HSA-MIR-34B-5P","MET"
"HSA-MIR-34C-5P","MET"
"HSA-MIR-362-3P","CD82"
"HSA-MIR-372-3P","NR4A2"
"HSA-MIR-375","PLAG1"
"HSA-MIR-377-3P","TIMP1"
"HSA-MIR-383-5P","DIO1"
"HSA-MIR-409-3P","MET"
"HSA-MIR-410-3P","MET"
"HSA-MIR-422A","CYP8B1"
"HSA-MIR-424-5P","PLAG1"
"HSA-MIR-424-5P","CDC14A"
"HSA-MIR-433-3P","MET"
"HSA-MIR-449A","MET"
"HSA-MIR-449A","CREB5"
"HSA-MIR-449B-5P","MET"
"HSA-MIR-449C-5P","MET"
"HSA-MIR-466","PROX1"
"HSA-MIR-4701-5P","ST3GAL1"
"HSA-MIR-4728-5P","PADI2"
"HSA-MIR-489-3P","PROX1"
"HSA-MIR-491-5P","TAF10"
"HSA-MIR-494-3P","SLC26A3"
"HSA-MIR-502-5P","IFI27"
"HSA-MIR-503-5P","CDC14A"
"HSA-MIR-509-3-5P","PODXL"
"HSA-MIR-513B-5P","HMGB3"
"HSA-MIR-519A-3P","TIMP1"
"HSA-MIR-520C-3P","GPC3"
"HSA-MIR-543","NOS3"
"HSA-MIR-562","MET"
"HSA-MIR-582-3P","SFRP1"
"HSA-MIR-590-5P","CREB5"
"HSA-MIR-596","LGALS3BP"
"HSA-MIR-599","SATB2"
"HSA-MIR-603","CCND2"
"HSA-MIR-630","CDC14A"
"HSA-MIR-641","SNAP25"
"HSA-MIR-644A","GAPDH"
"HSA-MIR-647","ANK2"
"HSA-MIR-663A","PLOD3"
"HSA-MIR-670-5P","PROX1"
"HSA-MIR-675-5P","DDB2"
"HSA-MIR-744-5P","SFRP1"
"HSA-MIR-7515","MET"
"HSA-MIR-874-3P","AQP3"
"HSA-MIR-9-5P","NOX4"
"HSA-MIR-921","ANGPTL1"
"HSA-MIR-93-5P","ITGB8"
"HSA-MIR-942-5P","IFI27"
"HSA-MIR-96-5P","SYCP1"
"HSA-MIR-96-5P","TIMP1"
"HSA-MIR-98-5P","CCND2"
"HSA-MIR-99A-5P","NOX4"
"HSA-LET-7A-3P","CCND2"
"HSA-LET-7A-5P","CCND2"
"HSA-LET-7A-5P","ARG2"
"HSA-LET-7B-5P","CCNA2"
"HSA-LET-7B-5P","CCND2"
"HSA-LET-7B-5P","PDGFRA"
"HSA-LET-7E-5P","MYCN"
"HSA-MIR-1-3P","SLC8A1"
"HSA-MIR-1-3P","KCNE1"
"HSA-MIR-101-3P","MYCN"
"HSA-MIR-103A-3P","MYCN"
"HSA-MIR-103A-3P","OLFM4"
"HSA-MIR-106A-5P","TIMP2"
"HSA-MIR-106B-5P","CCND2"
"HSA-MIR-10B-3P","CCNA2"
"HSA-MIR-10B-5P","NR4A3"
"HSA-MIR-122-5P","TPD52L2"
"HSA-MIR-122-5P","ACVR1C"
"HSA-MIR-122-5P","PDK4"
"HSA-MIR-124-3P","CCND2"
"HSA-MIR-124-3P","SYCP1"
"HSA-MIR-124-3P","GRIA3"
"HSA-MIR-124-5P","ACHE"
"HSA-MIR-124-5P","NR4A1"
"HSA-MIR-125A-5P","EIF4EBP1"
"HSA-MIR-125B-5P","NES"
"HSA-MIR-125B-5P","EIF4EBP1"
"HSA-MIR-125B-5P","BTG2"
"HSA-MIR-125B-5P","NEU1"
"HSA-MIR-125B-5P","PODXL"
"HSA-MIR-125B-5P","EPO"
"HSA-MIR-126-3P","PGR"
"HSA-MIR-126-3P","TEK"
"HSA-MIR-1260B","SFRP1"
"HSA-MIR-127-3P","MAPK4"
"HSA-MIR-127-3P","SFRP1"
"HSA-MIR-130A-3P","PDGFRA"
"HSA-MIR-130B-3P","CCNA2"
"HSA-MIR-130B-3P","PDGFRA"
"HSA-MIR-132-3P","CCNA2"
"HSA-MIR-132-3P","MUC13"
"HSA-MIR-133A-3P","VKORC1"
"HSA-MIR-133A-3P","PRDM16"
"HSA-MIR-133A-3P","KCNH2"
"HSA-MIR-133A-3P","KCNQ1"
"HSA-MIR-133A-5P","GDNF"
"HSA-MIR-133B","PRDM16"
"HSA-MIR-133B","KCNH2"
"HSA-MIR-135B-5P","CASR"
"HSA-MIR-137","TBX3"
"HSA-MIR-137","NR1I3"
"HSA-MIR-138-5P","EIF4EBP1"
"HSA-MIR-140-5P","PDGFRA"
"HSA-MIR-140-5P","FGF9"
"HSA-MIR-141-5P","WNK1"
"HSA-MIR-145-5P","DTD1"
"HSA-MIR-145-5P","ROBO2"
"HSA-MIR-145-5P","DDC"
"HSA-MIR-145-5P","ITGB8"
"HSA-MIR-145-5P","PODXL"
"HSA-MIR-146A-5P","CCNA2"
"HSA-MIR-146A-5P","CCND2"
"HSA-MIR-146B-5P","PDGFRA"
"HSA-MIR-147A","ACVR1C"
"HSA-MIR-147A","SLC22A3"
"HSA-MIR-148A-3P","ERRFI1"
"HSA-MIR-148A-3P","ITGB8"
"HSA-MIR-151A-5P","SOX17"
"HSA-MIR-154-5P","CCND2"
"HSA-MIR-155-5P","CCND2"
"HSA-MIR-155-5P","GATM"
"HSA-MIR-155-5P","NOS3"
"HSA-MIR-155-5P","PCDH9"
"HSA-MIR-15A-5P","CCND2"
"HSA-MIR-15B-5P","PEBP4"
"HSA-MIR-15B-5P","FUT2"
"HSA-MIR-16-1-3P","CCND2"
"HSA-MIR-16-5P","CCND2"
"HSA-MIR-17-5P","CCND2"
"HSA-MIR-17-5P","ITGB8"
"HSA-MIR-181A-5P","PROX1"
"HSA-MIR-181A-5P","PGR"
"HSA-MIR-181B-3P","NFASC"
"HSA-MIR-182-5P","CCND2"
"HSA-MIR-182-5P","SATB2"
"HSA-MIR-182-5P","FGF9"
"HSA-MIR-182-5P","CREB5"
"HSA-MIR-182-5P","PDK4"
"HSA-MIR-185-5P","SLC8A1"
"HSA-MIR-185-5P","AQP3"
"HSA-MIR-191-5P","CCND2"
"HSA-MIR-192-5P","WNK1"
"HSA-MIR-195-5P","NKD1"
"HSA-MIR-197-5P","IGFBP5"
"HSA-MIR-198","CCND2"
"HSA-MIR-199A-5P","WNK1"
"HSA-MIR-199B-5P","PODXL"
"HSA-MIR-19A-3P","ADRB1"
"HSA-MIR-19A-3P","MYCN"
"HSA-MIR-19B-1-5P","ITGB8"
"HSA-MIR-19B-3P","MYCN"
"HSA-MIR-200A-3P","GRB2"
"HSA-MIR-200A-5P","SOX17"
"HSA-MIR-200C-3P","TIMP2"
"HSA-MIR-200C-3P","ERRFI1"
"HSA-MIR-200C-3P","NOS3"
"HSA-MIR-202-3P","MYCN"
"HSA-MIR-203A-3P","EYA4"
"HSA-MIR-203A-5P","CCND2"
"HSA-MIR-204-5P","CREB5"
"HSA-MIR-204-5P","TRPM3"
"HSA-MIR-204-5P","ALPL"
"HSA-MIR-204-5P","SOST"
"HSA-MIR-205-5P","LRRK2"
"HSA-MIR-205-5P","SATB2"
"HSA-MIR-205-5P","HMGB3"
"HSA-MIR-206","SFRP1"
"HSA-MIR-206","CCND2"
"HSA-MIR-206","TBX3"
"HSA-MIR-20A-3P","NR4A3"
"HSA-MIR-20A-5P","CCND2"
"HSA-MIR-20A-5P","TIMP2"
"HSA-MIR-20A-5P","ITGB8"
"HSA-MIR-20A-5P","BAMBI"
"HSA-MIR-20B-5P","BAMBI"
"HSA-MIR-21-3P","HPGD"
"HSA-MIR-21-5P","TCF21"
"HSA-MIR-21-5P","BTG2"
"HSA-MIR-21-5P","HPGD"
"HSA-MIR-21-5P","MSLN"
"HSA-MIR-210-3P","AIFM3"
"HSA-MIR-211-5P","IGFBP5"
"HSA-MIR-211-5P","SATB2"
"HSA-MIR-211-5P","CREB5"
"HSA-MIR-212-3P","CCNA2"
"HSA-MIR-212-3P","ACHE"
"HSA-MIR-212-3P","RBP2"
"HSA-MIR-215-5P","PTPRT"
"HSA-MIR-215-5P","WNK1"
"HSA-MIR-217","GPC5"
"HSA-MIR-218-5P","TFF1"
"HSA-MIR-218-5P","PDGFRA"
"HSA-MIR-218-5P","SOST"
"HSA-MIR-22-3P","CCNA2"
"HSA-MIR-22-3P","ACVR1C"
"HSA-MIR-22-3P","MECOM"
"HSA-MIR-22-3P","TACC1"
"HSA-MIR-223-5P","EGF"
"HSA-MIR-224-5P","FOSB"
"HSA-MIR-224-5P","EYA4"
"HSA-MIR-23A-3P","G6PC"
"HSA-MIR-24-1-5P","WNK1"
"HSA-MIR-24-3P","CCNA2"
"HSA-MIR-24-3P","GATA3"
"HSA-MIR-24-3P","NOS3"
"HSA-MIR-26A-1-3P","PCK1"
"HSA-MIR-26A-5P","CCND2"
"HSA-MIR-26A-5P","FGF9"
"HSA-MIR-27A-3P","SFRP1"
"HSA-MIR-27A-3P","GRB2"
"HSA-MIR-27A-3P","GATA2"
"HSA-MIR-27A-3P","BTG2"
"HSA-MIR-27A-3P","GATA3"
"HSA-MIR-27A-3P","WNK1"
"HSA-MIR-27A-5P","SFRP1"
"HSA-MIR-27B-3P","CCNA2"
"HSA-MIR-27B-3P","HMGB3"
"HSA-MIR-27B-3P","EYA4"
"HSA-MIR-296-5P","WNK4"
"HSA-MIR-297","GPC5"
"HSA-MIR-29A-3P","LPL"
"HSA-MIR-29A-3P","CCND2"
"HSA-MIR-29A-3P","MYCN"
"HSA-MIR-29A-3P","SLC22A7"
"HSA-MIR-29B-3P","CCND2"
"HSA-MIR-29B-3P","MYCN"
"HSA-MIR-29B-3P","PDGFRA"
"HSA-MIR-29B-3P","AQP4"
"HSA-MIR-29B-3P","GATA3"
"HSA-MIR-29B-3P","MMP15"
"HSA-MIR-29C-3P","CCND2"
"HSA-MIR-29C-3P","MYCN"
"HSA-MIR-29C-3P","CREB5"
"HSA-MIR-29C-3P","MMP15"
"HSA-MIR-300","ROS1"
"HSA-MIR-301A-3P","TIMP2"
"HSA-MIR-301A-3P","CDC14A"
"HSA-MIR-302B-3P","CCND2"
"HSA-MIR-302D-3P","CCND2"
"HSA-MIR-30A-5P","CBX3"
"HSA-MIR-30A-5P","NEUROD1"
"HSA-MIR-30C-5P","MTTP"
"HSA-MIR-30C-5P","CCND2"
"HSA-MIR-30E-5P","MTTP"
"HSA-MIR-31-5P","C1QTNF9"
"HSA-MIR-31-5P","SATB2"
"HSA-MIR-31-5P","TBXA2R"
"HSA-MIR-31-5P","CASR"
"HSA-MIR-3127-5P","INPP5J"
"HSA-MIR-32-5P","BTG2"
"HSA-MIR-320A","AQP4"
"HSA-MIR-324-3P","WNT9B"
"HSA-MIR-326","FGF1"
"HSA-MIR-328-3P","SFRP1"
"HSA-MIR-328-3P","KCNH2"
"HSA-MIR-329-3P","GRB2"
"HSA-MIR-330-3P","CCBE1"
"HSA-MIR-335-3P","NOS3"
"HSA-MIR-335-5P","FMN2"
"HSA-MIR-335-5P","SOX17"
"HSA-MIR-33A-5P","ROS1"
"HSA-MIR-33A-5P","SATB2"
"HSA-MIR-33B-5P","G6PC"
"HSA-MIR-33B-5P","PCK1"
"HSA-MIR-340-5P","CCND2"
"HSA-MIR-346","EFEMP2"
"HSA-MIR-34A-5P","KCNH2"
"HSA-MIR-34A-5P","MYCN"
"HSA-MIR-34A-5P","CDKN2C"
"HSA-MIR-34A-5P","PDGFRA"
"HSA-MIR-34A-5P","RBP2"
"HSA-MIR-34B-3P","MYCN"
"HSA-MIR-34B-5P","MYCN"
"HSA-MIR-34C-5P","MYCN"
"HSA-MIR-34C-5P","PDGFRA"
"HSA-MIR-375","RASD1"
"HSA-MIR-375","MYCN"
"HSA-MIR-376A-3P","ACVR1C"
"HSA-MIR-376A-5P","ACVR1C"
"HSA-MIR-376B-3P","ACVR1C"
"HSA-MIR-376C-3P","ACVR1C"
"HSA-MIR-376C-3P","GRB2"
"HSA-MIR-378A-3P","GRB2"
"HSA-MIR-378A-3P","PGR"
"HSA-MIR-382-5P","DRD1"
"HSA-MIR-411-5P","GRB2"
"HSA-MIR-412-3P","ACVR1C"
"HSA-MIR-422A","CYP8B1"
"HSA-MIR-423-5P","TFF1"
"HSA-MIR-424-5P","CDC14A"
"HSA-MIR-429","TIMP2"
"HSA-MIR-432-5P","NES"
"HSA-MIR-433-3P","GRB2"
"HSA-MIR-449A","MYCN"
"HSA-MIR-449A","CREB5"
"HSA-MIR-449B-5P","MYCN"
"HSA-MIR-466","PROX1"
"HSA-MIR-4701-5P","ST3GAL1"
"HSA-MIR-4728-5P","PADI2"
"HSA-MIR-486-5P","OLFM4"
"HSA-MIR-487B-3P","GRM3"
"HSA-MIR-489-3P","PROX1"
"HSA-MIR-491-5P","TAF10"
"HSA-MIR-494-3P","SLC26A3"
"HSA-MIR-501-5P","NKD1"
"HSA-MIR-502-5P","IFI27"
"HSA-MIR-503-5P","CDC14A"
"HSA-MIR-504-5P","TFF1"
"HSA-MIR-504-5P","DRD1"
"HSA-MIR-506-3P","WNK1"
"HSA-MIR-509-3-5P","PODXL"
"HSA-MIR-513B-5P","HMGB3"
"HSA-MIR-519C-3P","TIMP2"
"HSA-MIR-519D-3P","TIMP2"
"HSA-MIR-532-5P","NKD1"
"HSA-MIR-543","NOS3"
"HSA-MIR-582-3P","SFRP1"
"HSA-MIR-590-5P","BTG2"
"HSA-MIR-590-5P","CREB5"
"HSA-MIR-599","SATB2"
"HSA-MIR-603","CCND2"
"HSA-MIR-630","CDC14A"
"HSA-MIR-670-5P","PROX1"
"HSA-MIR-675-5P","DDB2"
"HSA-MIR-744-5P","SFRP1"
"HSA-MIR-744-5P","NKD1"
"HSA-MIR-874-3P","AQP3"
"HSA-MIR-9-5P","GDNF"
"HSA-MIR-93-5P","ITGB8"
"HSA-MIR-942-5P","IFI27"
"HSA-MIR-96-3P","GRB2"
"HSA-MIR-96-5P","GDNF"
"HSA-MIR-96-5P","SYCP1"
"HSA-MIR-98-5P","CCND2"
"HSA-LET-7A-3P","CCND2"
"HSA-LET-7A-3P","E2F2"
"HSA-LET-7A-5P","CCND2"
"HSA-LET-7A-5P","VDR"
"HSA-LET-7A-5P","TNFRSF10B"
"HSA-LET-7A-5P","E2F2"
"HSA-LET-7A-5P","E2F1"
"HSA-LET-7B-5P","CCND2"
"HSA-LET-7B-5P","TNFRSF10B"
"HSA-LET-7B-5P","E2F2"
"HSA-LET-7B-5P","IGF2BP2"
"HSA-LET-7C-5P","COPS6"
"HSA-LET-7C-5P","TNFRSF10B"
"HSA-LET-7D-5P","TNFRSF10B"
"HSA-LET-7E-3P","COPS6"
